서울특별시 한옥비용지원 내역 정보,"서울특별시 한옥비용(천원단위) 지원 내역 정보입니다.
한옥등록번호, 지원결정자문 융자금, 지원결정자문 융자금 지급일자, 공사완료전지원 보조금1차, 공사완료전지원 보조금1차 지급일자, 공사완료전지원 보조금2차, 공사완료전지원 보조금2차 지급일자, 공사완료후지원 보조금, 공사완료정보를 제공합니다.",2018.11.06,2022.01.12,비정기(자료변경시),일반행정,,서울특별시,서울특별시,균형발전본부 한옥정책과,민혜경 (02-2133-5578),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"한옥 ,  지원 ,  비용지원",https://data.seoul.go.kr/dataList/OA-15416/S/1/datasetView.do
서울특별시 한옥등록 정보,"서울특별시 한옥등록 정보입니다.
한옥등록번호, 주소, 대지면적, 연면적, 지상 층, 지하 층 정보를 제공합니다.",2018.11.05,2022.01.12,비정기(자료변경시),일반행정,,서울특별시,서울특별시,균형발전본부 한옥정책과,민혜경 (02-2133-5578),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"한옥 ,  등록 ,  한옥현황",https://data.seoul.go.kr/dataList/OA-15415/S/1/datasetView.do
서울특별시 대기오염 측정항목 정보,"서울특별시 대기오염망 측정항목에 대한 정보입니다.
측정항목명, 통신기호, 단위, 순서, 소수점자리수, 범례정보를 제공합니다.",2018.12.19,2022.01.12,수시,환경,대기오염측정망시스템,서울특별시,서울특별시,보건환경연구원 대기질통합분석센터,안준혁 (02-570-3414),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"대기오염 ,  측정망 ,  측정항목 ,  대기 ,  오염",https://data.seoul.go.kr/dataList/OA-15515/S/1/datasetView.do
서울특별시 공동체주택 지원사업 정보,"서울시 공동체주택을 활성화하기 위하여 서울시에서 지원하고 있는 인증제 및 금융지원, 컨설팅 등의 정보를 볼 수 있도록 제공하는 서비스 입니다",2019.08.30,2022.01.12,비정기(자료변경시),도시관리,"공동체주택홈페이지
바로가기",서울특별시,서울특별시,주택정책실 주택공급과,최지은 (02-2133-6282),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"공간예약 ,  아카데미 ,  지원사업",https://data.seoul.go.kr/dataList/OA-15694/S/1/datasetView.do
서울특별시 공동체주택 공간예약 방정보,서울시에 등록되어있는 공동체주택 중 대관이 가능한 커뮤니티 공간예약 방 정보를 볼 수 있도록 제공하는 서비스 입니다,2019.08.30,2022.01.12,비정기(자료변경시),도시관리,"공동체주택홈페이지
바로가기",서울특별시,서울특별시,주택정책실 주택공급과,최지은 (02-2133-6282),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"공간예약 ,  아카데미 ,  지원사업",https://data.seoul.go.kr/dataList/OA-15695/S/1/datasetView.do
알기쉬운 집수리 동영상 정보,"서울시의 주거환경 개선 사업의 일환으로서 낡은 집을 고치려할 때, 고치려는 사람과 동네 집수리하는 분들이 체계적으로 접근하고 실행하고 참고할 수 있도록 하는 서비스입니다. 강의명, 해상도에 따른 동영상과 함께 시청하며 전문가를 통하여 집수리에 대한 지식을 얻는 서비스입니다.",2019.07.12,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"집수리 ,  강좌 ,  동영상",https://data.seoul.go.kr/dataList/OA-15625/S/1/datasetView.do
서울특별시 공동체주택 공간예약 정보,서울시에 등록되어있는 공동체주택 중 대관이 가능한 커뮤니티 공간 예약 정보를 볼 수 있도록 제공하는 서비스 입니다,2019.08.30,2022.01.12,비정기(자료변경시),도시관리,"공동체주택홈페이지
바로가기",서울특별시,서울특별시,주택정책실 주택공급과,최지은 (02-2133-6282),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"공간예약 ,  아카데미 ,  지원사업",https://data.seoul.go.kr/dataList/OA-15696/S/1/datasetView.do
집수리 아카데미 수료자 활동내역,"집수리 아카데미 교육 수료자가 작성한 아카데미 교육 참가 소감, 실습 및 자가 수리에 대한 후기를 사진과 함께 조회할 수 있습니다.",2019.07.12,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"집수리 ,  아카데미 ,  수료자",https://data.seoul.go.kr/dataList/OA-15618/S/1/datasetView.do
서울특별시 공동체주택 플랫폼 아카데미 정보,"서울시 공동체주택 추진절차, 금융지원 등 제도 등과 관련한 공동체주택 아카데미의 운영 정보를 볼 수 있도록 제공하는 서비스 입니다.",2019.08.30,2022.01.12,비정기(자료변경시),도시관리,"공동체주택홈페이지
바로가기",서울특별시,서울특별시,주택정책실 주택공급과,최지은 (02-2133-6282),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"공간예약 ,  아카데미 ,  지원사업",https://data.seoul.go.kr/dataList/OA-15697/S/1/datasetView.do
가꿈주택 시공사례 내용,"체계적인 공공지원을 통해 집수리 모범 주택을 조성·홍보함으로써 집수리 공감대 형성 및 인식을 개선하는 사업입니다. 가꿈주택의 장소, 내용뿐만 아니라 더 깊은 이해를 위하여 가꿈주택 사례 사진을 통하여 가꿈주택 사업의 대한 이해를 더욱 돕는 서비스입니다.",2019.07.12,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"집수리 ,  가꿈주택 ,  시공사례 ,  내용",https://data.seoul.go.kr/dataList/OA-15623/S/1/datasetView.do
집수리 성공기,"실제로 집을 수리하여 셀프 집수리 우수 사례 소개를 통해 노하우를 공유하는 공간으로서 일반 시민, 집수리업체 누구나 등록하실 수 있습니다. 제목, 수리유형, 등록자, 등록일, 내용과 함께 정비전후 시공 전, 시공 후 사진 비교를 통하여 집수리 성공기를 볼 수 있는 서비스입니다.",2019.07.12,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"집수리 ,  성공기 ,  셀프집수리",https://data.seoul.go.kr/dataList/OA-15621/S/1/datasetView.do
집수리 성공기 첨부내용,"실제로 집을 수리하여 셀프 집수리 우수 사례 소개를 통해 노하우를 공유하는 공간으로서 일반 시민, 집수리업체 누구나 등록하실 수 있습니다. 정비전후 시공 전, 시공 후 사진을 첨부하여 보다 더 정확하고 신뢰적인 게시글을 올리고 읽을 수 있는 서비스입니다.",2019.07.12,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"집수리 ,  성공기 ,  첨부사진",https://data.seoul.go.kr/dataList/OA-15622/S/1/datasetView.do
서울특별시 서울형 희망의 집수리 정보,서울특별시에 거주하는 저소득층의 열악한 주거환경을 개선하여 주택 에너지효율 개선 및 삶의 질 향상을 위한 희망의 집수리 확정가구 및 집수리 정보입니다.,2018.11.20,2022.01.12,수시,도시관리,"서울형 주거복지통합시스템
바로가기",서울특별시,서울특별시,주택정책실 주택정책과,박세중 (02-2133-7027),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"집수리 ,  주택수리 ,  주거복지",https://data.seoul.go.kr/dataList/OA-15445/S/1/datasetView.do
집수리 아카데미 교육정보,"주택의 자가진단, 견적서 보는 법, 단열·방수 등 분야별 이론교육과 공구사용법 등 다양한 실습교육을 통하여 스스로 집수리를 할 수 있도록 하는 교육과정 안내 서비스입니다. 강좌명, 교육장소, 교육장소위치, 교육기간, 수강료 등을 제공하고 있으며 신청기간 내에 신청을 통하여 교육을 받을 수 있습니다",2019.06.20,2022.01.12,일간,도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,"저작자표시-변경금지(BY-ND) : 저작자와 출처 등을 표시하면 영리 목적의 이용은 가능하나, 변경 및 2차적 저작물의 작성은 허용되지 않습니다.","집수리 ,  교육 ,  아카데미",https://data.seoul.go.kr/dataList/OA-15598/S/1/datasetView.do
가꿈주택 시공사례,체계적인 공공지원을 통해 집수리 모범 주택을 조성·홍보함으로써 집수리 공감대 형성 및 인식을 개선하는 사업입니다. 가꿈주택 사례의 마커를 선택하여 지도 위의 장소를 정확히 확인하고 가꿈주택 사례 사진을 통하여 가꿈주택 사업의 대한 이해를 돕는 서비스입니다.,2019.07.12,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"집수리 ,  가꿈주택 ,  시공사례",https://data.seoul.go.kr/dataList/OA-15624/S/1/datasetView.do
서울시 집수리 공구대여소 정보,"시민 누구나 손쉽게 스스로 집수리를 할 수 있도록 필요한 전동드릴 등 각종 생활공구를 무료로 빌려주는 제도로 제도에 대한 안내와 대여할 수 있는 집수리공구대여소에 대한 정보입니다. 집수리공구대여소 주소와 전화번호, 위치, 공구신청 절차안내와 이용안내, 공구목록 등을 서비스합니다.",2019.06.20,2022.01.12,일간,도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,"저작자표시-변경금지(BY-ND) : 저작자와 출처 등을 표시하면 영리 목적의 이용은 가능하나, 변경 및 2차적 저작물의 작성은 허용되지 않습니다.","집수리 ,  공구 ,  임대",https://data.seoul.go.kr/dataList/OA-15599/S/1/datasetView.do
알기 쉬운 집수리 매뉴얼정보,"서울시의 주거환경 개선 사업의 일환으로서 낡은 집을 고치려할 때, 고치려는 사람과 동네 집수리하는 분들이 체계적으로 접근하고 실행하고 참고할 수 있도록 하는 서비스입니다. 제목과 등록일, 매뉴얼 첨부파일 다운로드을 서비스하고 매뉴얼을 통해 집수리에 대한 도움을 받을 수 있습니다.",2019.06.20,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,"저작자표시-변경금지(BY-ND) : 저작자와 출처 등을 표시하면 영리 목적의 이용은 가능하나, 변경 및 2차적 저작물의 작성은 허용되지 않습니다.","집수리 ,  강좌 ,  매뉴얼",https://data.seoul.go.kr/dataList/OA-15597/S/1/datasetView.do
공사비 융자지원 자치구 담당자정보,"도배·장판·싱크대 교체 등 간단한 공사부터 전면 리모델링·신축까지, 집수리 공사비용에 대해 융자 지원해드리는 제도의 오프라인 신청 안내와 신청접수를 위한 서울시 자치구청 담당자 연락처를 안내하는 서비스입니다. 자치구, 부서, 연락처 목록으로 서비스하고 있습니다.",2019.06.20,2022.01.12,일간,도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,"저작자표시-변경금지(BY-ND) : 저작자와 출처 등을 표시하면 영리 목적의 이용은 가능하나, 변경 및 2차적 저작물의 작성은 허용되지 않습니다.","집수리 ,  융자 ,  주택",https://data.seoul.go.kr/dataList/OA-15600/S/1/datasetView.do
주택관리지원센터정보,"집수리닷컴에서 집수리 지원 가능한 센터를 확인할 수 있는 서비스로 시민 누구나 손쉽게 집수리를 할 수 있도록 도와주고 공구 임대, 관리지원 등 도움을 주는 서비스입니다.",2019.07.15,2022.01.12,비정기(자료변경시),도시관리,"집수리닷컴
바로가기",서울특별시,서울특별시,균형발전본부 주거환경과,정성재 (02-2133-7267),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"집수리 ,  주택관리 ,  센터",https://data.seoul.go.kr/dataList/OA-15626/S/1/datasetView.do
서울글로벌센터 구인광고,"사업자등록증이 있는 사업장에서 외국인 대상으로 구인광고를 낼 수 있는 서비스입니다.
서울글로벌센터에 구인 광고글을 등록 후 서울글로벌센터로 해당 사업장의 사업자등록증을 이메일 또는 팩스로 발송하게 되면 홈페이지 담당자가 구인광고 게시글을 검토 후 승인처리",2019.09.06,2022.01.12,비정기(자료변경시),복지,"서울글로벌센터 홈페이지
바로가기",서울특별시,서울특별시,여성가족정책실 외국인다문화담당관,윤지용 (02-2133-5064),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"외국인 ,  구인 ,  채용",https://data.seoul.go.kr/dataList/OA-15732/S/1/datasetView.do
서울시농수산식품공사 주요품목가격,서울시농수산식품공사의 주요 품목 가격 정보를 보여드립니다.,2021.05.26,2022.01.12,수시(일간),보건,"서울시농수산식품공사
바로가기",서울시농수산식품공사,서울시농수산식품공사,전산정보팀,윤현철 (02-3435-0348),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"유통정보 ,  등급 ,  농산물 ,  수산물 ,  금액",https://data.seoul.go.kr/dataList/OA-20949/S/1/datasetView.do
서울특별시 건축허가대장 분양 정보,"건축허가대장의 분양정보로 분양신고번호, 분양 대상, 대지 면적, 건폐율, 용적율, 최고 층수, 분양구획, 추첨일, 계약일, 주용도, 분양용도등의 정보가 기재되어 있습니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택정책실 주택정책지원센터,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"건축허가대장 ,  분양대상 ,  분양신고",https://data.seoul.go.kr/dataList/OA-15668/S/1/datasetView.do
서울특별시 주택대장 분양 정보,"주택대장의 분양정보로 분양신고번호, 분양대상, 착공예정일, 대지면적,층수, 분양시작일, 추첨일, 공정현황,분양용도 등의 정보가 기재되어 있습니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택정책실 주택정책지원센터,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"주택대장 ,  분양일 ,  분양용도 ,  추첨일",https://data.seoul.go.kr/dataList/OA-15677/S/1/datasetView.do
서울특별시 폐쇄말소대장 지역지구구역 정보,"폐쇄말소대장의 지역지구구역으로 대지위치의 지역, 지구, 구역과 기타지역, 기타지구,기타구역이 기재되어 있습니다.
※ 데이터 문제 등으로 2020년 12월 01일 이전 데이터는 파일로만 제공합니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택정책실 주택정책지원센터,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"폐쇄말소대장 ,  지역 ,  지구 ,  구역",https://data.seoul.go.kr/dataList/OA-15658/S/1/datasetView.do
서울특별시 장애인 도서관 현황정보,"서울특별시 각 자치구의 장애인도서관 현황정보입니다.
도서관명, 구명, 전화번호, 주소, 운영시간, 홈페이지주소, 정기휴관일, 위치정보 등을 제공합니다.",2018.11.29,2022.01.12,비정기(자료변경시),문화관광,"서울도서관 홈페이지
바로가기",서울특별시,서울도서관,서울도서관 지식문화과,이정민 (02-2133-0215),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"장애인도서관 ,  점자도서관",https://data.seoul.go.kr/dataList/OA-15476/S/1/datasetView.do
서울특별시 폐쇄말소대장 오수정화시설 정보,"폐쇄말소대장의 오수정화시설로 철거/멸실일을 기준으로 오수정화시설의 형식, 용량, 인용, 루베에 대한 정보가 기재되어 있습니다.
※ 데이터 문제 등으로 2020년 12월 01일 이전 데이터는 파일로만 제공합니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택정책실 주택정책지원센터,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"폐쇄말소대장 ,  오수정화시설 ,  형식코드",https://data.seoul.go.kr/dataList/OA-15659/S/1/datasetView.do
서울특별시 도서관 이용시간 및 휴관일 정보,"서울특별시 각 자치구의 도서관 이용시간과 휴관일 정보, 도서관의 위치정보를 제공합니다.",2018.11.29,2022.01.12,비정기(자료변경시),문화관광,"서울도서관 홈페이지
바로가기",서울특별시,서울도서관,서울도서관 지식문화과,이정민 (02-2133-0215),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"이용 ,  시간 ,  휴관",https://data.seoul.go.kr/dataList/OA-15479/S/1/datasetView.do
서울특별시 주택대장 접수대장 정보,"주택대장의 접수대장정보로 주택승인인가번호, 주택승인일, 민원구분, 신청구분, 건축물대장 및 주택대장의 참조PK에 대한 정보가 기재되어 있습니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택건축본부 주택정책과,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"주택대장 ,  신청구분 ,  주택승인일",https://data.seoul.go.kr/dataList/OA-15680/S/1/datasetView.do
서울특별시 주택대장 공급대상 정보,"주택대장의 공급대상으로 주택구분, 아파트코드, 모델번호, 주택형별면적, 전용면적, 공급면적, 대지지분, 공급세대수, 층수, 공급방식 구분등의 정보가 기재되어 있습니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택정책실 주택정책지원센터,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"주택대장 ,  공급 ,  모델",https://data.seoul.go.kr/dataList/OA-15684/S/1/datasetView.do
서울시 건설공사 추진 현황,"서울시(투출, 자치구 포함)에서 발주 한 시설공사 공정관리 및 일반공사 정보로 공정율, 사업비, 공사기간, 사업규모, 계약현황 등이 제공됩니다.",2013.12.17,2022.01.12,비정기(자료변경시),도시관리,건설정보통합관리시스템(One-PMIS),서울특별시 도시기반시설본부,서울특별시,도시기반시설본부 시설국 총무부,안광민 (02-3708-2387),,없음,저작자표시-비영리-변경금지(BY-NC-ND) : 저작자와 출처 등을 표시하면 자유이용을 허락합니다. 단 영리적 이용과 2차적 저작물의 작성은 허용되지 않습니다.,"건설 ,  시설 ,  공사 ,  공사명 ,  준공 ,  공정률",https://data.seoul.go.kr/dataList/OA-2540/S/1/datasetView.do
서울특별시 주택대장 관계자 정보,"주택대장의 관계자로 관계자구분, 건축주구분, 상호, 시공자구분, 시군구, 법정동, 대지구분, 본번, 부번에 대한 정보가 기재되어 있습니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택건축본부 주택정책과,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"주택대장 ,  관계자 ,  시공자",https://data.seoul.go.kr/dataList/OA-15682/S/1/datasetView.do
서울특별시 주택대장 조합대지위치 정보,"주택대장의 조합대지위치로 관리 조합 시군구, 법정동, 대지구분코드, 본번, 부번, 관련지번, 대표여부의 정보가 기재되어 있습니다.",2019.09.10,2022.01.12,수시,도시관리,,서울특별시,서울특별시,주택건축본부 주택정책과,강혜란 (02-2133-7043),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"주택대장 ,  대지위치 ,  조합",https://data.seoul.go.kr/dataList/OA-15686/S/1/datasetView.do
서울도서관 소장자료 현황정보,"서울도서관의 소장자료(단행본, 비도서, 서울시간행물, 신착자료 등) 정보를 제공합니다.",2018.11.29,2022.01.12,비정기(자료변경시),문화관광,"서울도서관 홈페이지
바로가기",서울특별시,서울도서관,서울도서관 지식문화과,이정민 (02-2133-0215),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"소장 ,  단행본 ,  간행물 ,  비도서 ,  신착도서 ,  책 ,  자료 ,  서울 ,  도서관",https://data.seoul.go.kr/dataList/OA-15483/A/1/datasetView.do
서울도서관 강좌정보,"서울도서관 강좌 정보입니다.
강좌명, 대상, 시작일, 종료일, 장소, 요금, 모집인원, 전화번호, 모집방법, 신청인원 등의 정보를 제공합니다.",2018.11.29,2022.01.12,"비정기(수시, 자료변경시)",문화관광,"서울도서관 홈페이지
바로가기",서울특별시,서울도서관,서울도서관 지식문화과,이정민 (02-2133-0215),,없음,저작권자표시(BY) : 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.,"서울도서관 ,  강좌",https://data.seoul.go.kr/dataList/OA-15477/S/1/datasetView.do
